Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
3047,0,-1,1,2,0,-1,0,0,0,0,1,-2,-1,-2,1,-2,0,-3,0,0,0,1,0,0,-2,0,1,0,2,2,-3,0,0,0,2,1,-1,0,0,-1,-3,0,-2,-1,1,0,-1,0,2,0,0,0,2,-1,0,0,0,1,-3,3,INTP
44791,0,0,-2,-2,1,3,-1,0,-1,0,0,-1,1,-1,-2,-1,-1,-2,-1,-1,0,1,0,0,-1,0,0,0,1,0,2,0,0,0,-3,-1,-2,1,1,-1,-1,-1,0,1,-2,0,0,0,0,0,1,-1,-3,0,2,0,0,-2,-1,-2,INFP
15121,0,0,-2,1,0,2,0,0,0,0,1,-1,0,0,-1,0,1,-1,-1,1,0,0,0,0,-2,3,0,0,0,-1,-2,0,1,-1,3,-1,1,-1,0,2,1,0,2,0,1,0,0,0,0,0,0,0,-1,0,1,0,0,1,-1,2,ESTP
12593,-1,0,2,-2,-1,1,1,0,2,0,2,2,1,2,-1,-3,-3,1,3,-2,0,0,0,-1,1,0,-1,0,-2,-2,1,-1,2,0,2,-3,-1,-2,3,1,2,2,1,1,0,0,-2,0,3,0,0,0,0,0,-2,0,0,3,0,0,ENFP
33378,-1,0,1,1,1,-1,1,0,-1,0,-2,-2,-1,0,2,1,-1,0,-1,1,0,-1,-1,0,-2,-2,0,0,-1,0,-2,0,-2,0,3,2,1,-2,0,-1,-2,-3,2,2,1,-1,-2,0,2,0,-1,0,0,0,0,1,0,2,1,0,ENFP
59785,0,0,0,-2,3,1,-1,0,1,0,3,-1,-1,-2,2,-3,-1,0,1,-1,0,1,0,0,-1,-2,3,0,-2,3,2,0,-1,0,1,-1,-2,0,0,3,1,-3,0,0,3,1,-1,0,-2,0,0,0,3,0,-1,0,-1,-1,2,1,ESTP
7285,0,0,-2,-2,-1,-3,-1,0,3,1,-1,-1,1,0,0,3,-2,-1,-1,1,0,2,1,0,-1,0,1,1,0,1,-1,0,1,0,1,-1,0,1,2,-1,0,2,0,1,0,-1,0,0,2,0,0,0,-1,0,3,-1,0,0,0,-1,INTP
20498,0,0,2,0,-1,0,-1,0,0,0,-1,2,1,0,1,1,1,2,-1,1,0,2,0,0,-3,-3,2,0,2,-1,-1,0,-2,0,0,-1,-2,-1,2,0,-1,0,-1,0,1,0,-1,0,0,0,0,0,-1,0,-1,1,0,-2,2,1,INFP
39248,0,0,0,-3,0,2,-3,0,0,0,-2,2,-3,0,3,1,0,0,-3,1,0,3,0,0,-3,-1,1,1,-1,0,0,0,3,0,3,0,1,1,-1,-3,-3,3,1,3,3,1,0,0,-2,0,1,0,-1,0,2,0,0,1,-2,0,INFJ
27252,0,1,2,1,-1,1,-2,0,0,0,1,-2,-2,2,0,-1,0,0,-2,1,0,1,0,0,0,0,-2,0,-1,2,-1,0,2,0,1,1,-2,1,-1,0,-2,1,1,1,-2,0,-1,0,2,0,0,-1,0,0,1,0,0,-1,0,2,INTJ
20528,-1,1,-1,-2,3,2,-1,0,2,0,-1,2,-1,-1,0,0,1,-3,2,2,0,1,0,0,-1,1,-1,0,-3,-1,-3,-1,-1,0,-2,-1,-2,3,2,0,1,-1,2,0,-2,0,1,0,1,0,-1,0,1,0,-1,0,0,1,2,0,ESFJ
28386,0,0,0,1,1,2,-1,0,1,0,-1,-1,1,-3,-2,-1,-1,-1,1,-1,0,0,0,0,-3,1,2,0,0,-1,2,0,0,0,-1,-1,2,1,1,0,2,-1,-2,1,-2,0,1,0,2,1,0,0,-1,0,1,0,0,-1,-1,0,ENTJ
38803,0,0,1,-2,0,3,-2,0,2,0,-1,-1,0,-1,3,1,1,0,-2,-2,1,1,0,0,-2,1,1,0,0,0,1,0,-2,0,1,1,0,0,-1,0,1,-2,1,2,-2,0,-2,0,3,0,0,0,1,0,-2,0,0,1,-1,1,ISTJ
51740,0,0,0,2,-3,0,3,0,-1,0,0,0,2,1,3,0,2,2,1,0,0,1,-1,1,3,2,3,0,-1,-1,-1,0,-2,-1,2,1,1,-1,2,-3,1,1,1,0,0,0,-1,0,2,0,0,0,0,0,-2,0,0,-1,0,-2,ENFP
21434,0,0,-3,0,1,1,-1,0,-2,0,-1,1,-1,1,-2,-3,0,-2,3,-1,0,1,0,0,-3,-1,-2,0,1,0,-1,1,-2,0,-1,3,0,-2,-2,0,0,2,-1,0,1,0,1,0,-1,0,-1,0,1,0,-3,0,0,-1,1,1,ESTJ
38183,0,0,0,-1,1,0,0,0,-2,1,-1,-2,0,-1,-1,-2,1,0,2,-1,0,2,0,0,-2,0,-1,0,-2,-2,-1,0,0,0,-3,2,-3,1,-2,-1,2,-3,-2,-2,-1,0,-2,0,1,0,0,0,0,1,-3,0,0,-2,1,-1,ESTJ
40399,0,0,2,2,1,-2,-1,0,-1,0,1,-1,0,0,2,2,2,-2,-3,-1,0,1,0,0,-1,-3,1,0,1,1,0,0,0,0,3,0,2,-2,2,1,1,-1,1,2,1,0,0,0,-3,1,0,0,2,0,1,0,0,2,0,1,INTP
16226,0,1,1,1,-2,-1,-3,0,0,0,1,1,-1,0,2,-2,2,3,0,1,0,1,0,0,-2,0,-2,0,-1,1,1,0,0,0,0,1,0,-3,0,-3,-2,-1,0,2,0,0,-1,0,2,0,0,0,1,0,0,0,0,1,2,0,INTJ
13130,0,0,0,0,2,2,-3,0,3,0,0,0,2,-1,0,-1,-3,-1,0,-1,0,-2,0,0,-1,0,0,0,2,-1,3,0,-1,0,2,-1,0,1,3,-2,-2,-1,-3,2,1,0,0,-1,3,0,0,0,-1,0,2,0,0,0,1,-3,ENTJ
39262,0,0,2,1,0,-2,-1,0,1,0,2,-1,2,1,0,-1,2,-1,0,0,0,-1,0,0,0,0,-1,0,1,1,1,0,-1,-1,0,-2,2,-2,-1,0,1,-2,0,0,-3,0,1,0,-1,-1,0,0,2,0,1,0,0,0,0,1,INTP
50827,0,0,2,1,2,0,-1,0,-3,0,-1,-1,-1,1,-2,0,-2,2,0,0,0,-2,0,0,0,-3,1,-1,2,1,-3,0,1,0,1,1,0,-1,0,-3,-1,-1,2,-1,2,0,-1,0,-2,0,0,0,0,0,-1,0,0,-1,2,2,ENFP
5843,0,0,0,0,-2,0,1,0,1,0,0,-2,3,1,0,-1,-3,-1,1,0,0,1,0,0,-2,3,-1,0,-1,1,1,-1,0,0,0,-1,-2,-1,2,-3,1,-1,1,1,-3,0,-1,0,-2,1,1,0,-3,0,2,0,0,-1,2,-3,ENFJ
43458,-1,0,2,-1,0,-2,1,0,1,0,2,0,1,0,-2,-2,1,3,0,-1,0,1,0,0,-1,0,0,1,0,0,-2,0,-2,0,0,1,2,3,0,0,2,-2,0,1,-1,0,-1,0,1,0,-1,0,2,0,0,0,0,-1,0,0,ISTJ
29749,0,0,0,-1,1,1,-1,0,0,0,-2,1,2,-1,-3,-1,1,2,-1,-1,0,1,0,0,1,2,0,0,1,1,1,0,1,0,1,1,1,-2,0,1,1,-1,1,-1,1,0,1,0,1,1,0,0,0,0,-1,0,0,-1,0,-2,ENTJ
52035,0,0,-1,-2,-3,2,0,1,1,-1,1,1,1,2,-1,-2,0,-1,-2,-2,0,-2,0,1,-1,0,-1,0,0,1,-1,0,-1,0,1,1,-1,0,0,-1,0,-2,3,0,2,0,0,0,0,0,0,0,-2,0,0,0,0,-2,0,0,ESFP
42017,0,1,-1,2,1,-1,1,0,-1,0,1,1,0,1,0,1,2,-1,-1,2,0,-1,0,0,-3,2,-1,0,1,-2,-2,0,-1,0,3,2,0,-1,-1,2,0,0,-1,1,2,0,-2,0,3,0,0,0,3,-1,0,0,0,3,0,-1,ESTP
18147,0,0,-1,-2,-2,2,1,0,-2,0,-1,2,-2,0,-3,0,1,-1,-1,0,0,-1,0,0,0,0,-2,0,-1,1,-1,0,1,0,0,1,-1,1,2,1,1,-1,-1,-3,0,0,-2,-1,-2,0,0,1,0,0,-2,0,0,-1,1,2,ESFP
46295,1,0,-2,-1,0,-1,1,0,-1,0,2,0,-1,2,-2,0,3,-1,-1,0,0,0,0,0,0,3,2,0,-1,-2,1,0,1,0,1,0,3,-1,1,1,-2,3,2,1,2,0,-2,0,1,1,0,0,2,0,0,0,1,1,-3,0,ESTP
396,0,0,1,-2,1,1,-2,0,0,0,-2,-1,1,-2,-1,-3,1,0,-2,-1,0,-2,0,-1,-1,1,2,0,2,-1,-2,0,1,0,-2,-2,-3,-1,3,-1,-2,-3,1,0,1,0,2,0,-2,0,0,0,1,0,2,0,0,-2,-2,-3,INFP
29834,0,0,1,0,2,-1,-2,0,2,0,1,3,-1,1,-1,0,-1,1,-1,0,0,-1,0,0,0,2,-1,0,2,0,-1,-1,2,0,1,0,2,1,0,2,-1,-2,-3,2,1,0,1,0,-1,0,1,0,-2,1,2,0,0,-1,-2,3,ENFJ
8550,0,0,-3,-1,0,1,1,1,0,0,0,1,-2,1,2,1,-2,1,0,-2,0,2,0,0,2,-3,1,0,-2,2,0,0,-2,0,1,-2,-2,0,0,-2,2,0,2,-1,-2,0,1,0,1,0,0,0,-2,1,-1,0,0,0,0,1,ESFP
16427,0,1,0,-1,1,0,-2,0,2,0,1,0,-2,3,-1,1,0,1,0,0,0,3,0,0,-1,0,-2,-1,-1,0,-2,0,-1,-1,1,-2,-2,0,1,-1,1,-2,1,-2,3,0,1,0,1,0,0,0,-2,0,2,-1,-1,-2,1,2,ISFP
1663,0,0,1,-1,-2,-1,0,0,-1,0,-1,-2,0,1,0,2,-2,-2,2,2,0,-1,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,-1,1,0,0,1,-1,0,-1,1,0,2,1,-1,0,0,0,1,0,-1,1,-1,0,-1,0,ISTP
58508,0,0,-1,1,-1,-1,2,-1,-1,0,-1,1,-1,0,-2,0,1,-1,-1,-1,0,-2,0,0,-1,1,-1,0,2,1,-1,0,-1,0,2,-1,0,3,1,3,2,1,1,-1,-1,0,-3,0,2,0,0,0,1,-1,-2,0,0,0,-2,-1,ESFP
47657,1,0,1,-2,1,3,2,0,1,0,0,0,-2,0,2,-1,-3,1,0,2,0,-1,0,-1,0,0,-2,0,-1,-2,-2,0,-1,1,-1,-1,-1,0,0,1,0,-1,0,-1,-2,0,0,0,1,1,0,0,-1,-1,2,0,0,0,-1,2,ISTP
50271,0,0,1,-1,-1,1,0,0,1,0,-1,2,0,-3,1,0,-1,-1,-1,0,0,1,0,0,-2,0,-1,0,1,-1,0,0,0,0,-1,-1,2,2,-2,-1,-3,1,1,1,1,0,2,0,-1,0,0,-1,-2,0,0,0,1,0,-1,0,INFJ
55052,1,0,2,0,1,3,0,0,-1,0,2,1,3,0,1,-1,-2,2,-1,-2,0,1,0,0,-2,0,0,1,-1,-1,2,0,-2,-1,0,-3,-2,1,0,-3,1,-1,-1,1,-1,0,-2,0,0,0,0,-1,1,1,-1,0,1,0,1,-2,ENFP
6273,0,0,0,0,-1,2,-2,1,2,0,-1,-2,1,0,2,-1,0,1,1,2,0,2,1,0,2,-2,-3,0,-2,-3,-2,1,-1,0,1,0,-1,-2,0,-2,1,0,2,-2,1,0,1,0,3,0,0,-1,-1,0,2,0,-1,-1,-1,1,ISFP
26585,0,0,-2,-1,2,1,1,0,-1,0,-3,3,2,-1,0,1,0,3,-2,-1,0,2,0,0,2,-1,1,0,1,2,0,0,1,0,3,1,2,-1,2,0,1,1,2,2,2,0,1,0,1,0,0,1,0,0,1,0,0,-3,-1,-1,ENTJ
46942,0,0,-1,-1,1,0,-1,0,-1,0,0,-1,-2,-1,1,1,-1,1,1,0,0,0,0,0,0,-3,0,0,3,-2,-1,0,0,0,1,0,-2,0,-2,-2,-2,2,1,1,-2,-1,2,-1,1,0,0,1,0,0,-2,0,0,-2,1,1,ISFJ
34680,0,1,-1,-2,1,2,0,0,-1,0,1,0,1,-1,1,2,-2,-1,0,1,0,-1,0,0,1,-1,0,0,-1,1,-1,0,1,0,-2,-1,0,-1,0,1,0,0,1,-1,1,0,1,0,0,0,0,-1,1,1,2,0,0,1,0,-2,ESFJ
15031,0,0,1,2,1,0,0,0,2,0,-1,-1,-1,1,0,-3,-2,1,0,3,0,0,0,-1,1,-1,-1,0,0,-1,-2,0,0,0,-1,-1,-1,2,1,2,-2,1,3,0,0,0,-1,1,3,0,-1,0,0,1,-1,-1,-1,0,-2,3,ISTP
20025,1,0,0,-2,0,1,-3,-1,-2,-1,-2,2,2,1,0,-1,1,0,-1,-1,0,2,0,0,-2,-1,0,0,-2,0,-1,0,-2,0,2,-1,1,0,-2,3,2,-3,1,-1,2,0,0,0,2,0,0,0,1,0,-2,0,0,1,2,2,ESTJ
4337,0,0,3,-2,-2,-1,0,0,2,0,-3,0,2,0,2,2,-2,-2,-2,1,0,1,0,1,-1,0,2,0,3,1,-2,0,0,0,2,0,1,1,0,-1,-1,2,2,-1,0,0,0,0,1,0,0,0,-3,0,2,0,0,-1,0,-1,INFJ
36189,0,0,-2,-3,-1,-1,-1,-1,-2,-1,1,2,-2,-1,1,1,1,2,2,-2,0,0,0,1,0,0,-1,0,1,0,0,-1,0,0,-1,0,2,1,-1,-2,-2,2,0,1,-2,-1,2,0,0,1,0,0,-1,0,-1,0,0,-1,1,1,ISFJ
36191,-1,0,1,-1,-1,-1,2,-1,2,0,1,1,1,0,0,-2,1,2,1,-1,0,0,0,0,-2,-2,-1,0,1,-1,0,0,-2,0,-2,-1,1,1,0,0,-1,-2,-2,0,1,0,-3,0,-2,0,0,0,1,0,-1,0,0,-1,1,-2,ISTJ
3822,0,0,1,-1,-2,-1,1,0,-1,0,-2,-1,-1,-2,1,2,-1,-2,2,1,0,2,1,0,0,1,1,0,2,1,0,0,1,0,2,-1,-1,0,1,-1,1,2,-1,3,-1,0,0,0,2,0,0,0,-1,0,2,0,0,-1,2,-1,INTJ
28159,0,0,1,-1,-2,-2,0,0,-2,-1,0,0,1,1,-1,1,0,0,2,0,0,3,0,0,0,-2,0,0,1,-3,1,0,2,0,-2,-1,-1,2,0,0,1,-1,0,-3,1,0,-2,0,-1,0,0,0,0,0,1,-1,0,-1,2,2,ISTJ
32607,0,0,-1,-1,-1,1,-3,0,-2,0,0,-2,3,0,1,-1,-2,-1,2,2,0,1,1,0,-2,0,0,0,-1,3,1,0,0,0,1,-2,0,-1,1,1,-2,0,3,2,-1,0,-1,0,-1,0,0,-1,-1,0,0,0,1,2,0,-2,ENFJ
21566,0,-1,0,-1,0,-1,1,1,-1,0,1,-1,-1,0,-2,-3,0,-1,1,2,0,-1,0,0,0,1,1,0,0,-2,0,0,0,0,1,-1,2,0,-3,1,2,0,0,1,1,0,-3,0,0,0,0,0,1,0,2,-1,0,1,-3,0,ESTP
49360,0,0,0,-2,-3,2,-1,0,1,0,-1,-1,-2,3,0,2,-2,2,0,-1,0,3,1,0,2,-1,-3,0,-2,-1,0,-1,0,0,0,0,3,1,-2,1,1,1,-2,-1,-1,0,-2,0,-2,0,0,0,1,0,1,0,0,1,1,1,INFJ
13893,0,0,1,2,-1,1,-2,0,0,0,1,1,1,1,-1,-1,-1,0,-2,2,0,-1,0,0,2,-1,-3,0,0,-1,-2,0,2,-1,1,1,1,0,-1,0,-2,-3,-3,2,1,-1,2,1,0,0,0,0,1,-1,1,0,0,3,-1,1,ENFJ
56060,0,0,0,3,-2,0,2,0,2,1,-2,1,1,0,2,-2,0,3,1,-1,0,1,0,0,2,-2,0,0,-3,-1,3,0,-1,0,2,-1,1,-2,-1,1,-2,-2,0,2,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,-3,ISFP
3521,0,0,-1,1,-1,-1,-2,0,2,0,-2,2,2,2,-2,2,-3,-1,-1,-1,0,-3,0,0,-3,0,-1,0,2,1,-3,0,0,0,1,0,-3,0,0,0,1,0,0,-3,-1,0,-1,0,2,0,0,1,0,0,-3,0,0,1,-3,2,ESFP
53898,0,0,1,1,0,2,-1,0,2,0,-1,0,-2,2,2,0,1,2,-2,-1,0,0,0,1,2,3,0,0,0,0,1,0,-1,0,2,-1,0,0,-1,1,-3,-1,-2,-2,2,0,-1,1,0,1,0,0,0,0,-1,0,0,1,-1,-2,ENTP
2051,0,0,-3,-1,0,0,-1,0,1,1,-2,1,0,-1,1,1,0,-1,1,-1,0,0,0,0,0,0,2,0,0,1,-1,1,-2,-1,1,-1,-2,1,0,-2,1,0,-2,0,1,1,0,-1,3,0,0,0,-2,-1,1,0,0,-1,1,-2,INTJ
33965,0,0,-1,0,1,-1,2,0,-1,0,0,1,-3,1,-2,1,0,-2,-3,2,0,1,0,0,0,2,1,0,-1,0,-1,0,2,0,1,-1,1,-2,3,0,1,1,1,1,1,0,-1,0,1,0,0,0,1,0,3,0,0,1,-2,0,ESTP
22136,0,0,2,-1,0,0,1,-1,2,1,2,-1,0,1,0,-1,1,1,0,0,-1,0,0,0,-1,-2,-1,0,1,0,-2,0,0,0,-1,-2,2,3,1,0,0,-2,-1,-1,1,0,0,0,-1,0,-1,0,1,0,0,0,0,-1,1,0,ISTJ
41576,0,0,0,-1,0,1,-2,0,1,0,-3,2,0,-1,0,3,0,2,2,-1,0,0,0,0,-1,-2,-1,1,2,-1,0,-1,-1,0,-1,0,0,2,1,-1,0,1,1,2,-3,0,0,1,-1,0,0,0,-1,0,-2,0,0,-3,0,1,ISFJ
56314,0,0,1,2,1,-1,-2,0,1,0,0,0,3,1,1,0,1,1,-1,2,0,0,0,0,1,-1,-1,1,1,2,-2,1,1,0,1,-1,0,2,1,1,-1,-2,-2,1,2,0,2,0,0,0,0,0,1,0,0,0,1,0,-1,0,ENFJ
41773,0,0,-1,-1,-1,-3,-1,1,2,0,-2,-2,-1,0,0,3,0,-1,2,1,-1,3,-1,1,-3,1,3,0,0,3,-1,0,-1,0,1,0,0,1,2,1,-1,0,-1,1,1,0,1,-1,2,0,0,0,-1,0,0,0,0,-2,-2,-1,INTJ
37126,0,-1,0,0,-1,2,3,0,-1,0,2,2,3,2,1,-3,-1,0,2,-3,0,1,0,0,2,1,1,0,0,0,0,0,-1,0,0,-1,0,0,0,1,3,3,0,0,1,0,-2,0,1,0,0,0,3,0,-1,0,0,2,1,0,ENFP
31979,0,0,-1,2,0,-2,-1,0,2,0,0,3,1,2,1,1,-3,-1,-1,3,1,1,0,0,-2,0,-2,0,0,0,-2,0,-2,-1,2,1,-1,1,1,-1,-1,0,3,-2,-2,0,-1,0,2,0,0,0,1,0,-1,0,0,-2,-1,0,ESFP
41245,0,0,-2,-1,-2,-1,-3,0,-3,0,-1,1,1,-2,2,-2,3,1,2,-1,0,0,0,0,-1,-2,-2,0,1,-1,1,0,3,-1,0,-1,-1,-1,-3,-1,-2,1,1,2,2,0,2,0,3,0,0,0,-3,0,-1,0,0,-2,1,1,ISFJ
25802,0,-1,-2,0,-2,-1,-3,0,0,-1,-3,1,0,0,1,2,1,3,1,1,0,0,-1,0,-3,0,-1,0,1,-1,-2,0,0,0,2,-3,-3,0,0,-1,-3,1,1,1,-1,0,1,0,2,0,0,0,-2,0,-2,0,0,-3,1,1,ISFJ
41255,0,0,0,-2,-1,-2,-1,0,-1,0,0,3,-2,-1,2,2,0,2,0,0,-1,1,1,0,2,-2,-1,0,0,-2,-1,0,2,0,0,0,2,0,-2,-2,-2,1,1,3,-1,0,2,0,-1,0,0,0,-1,0,-1,0,0,0,1,2,ISFJ
30352,0,0,-2,-2,1,0,-3,0,2,0,-2,1,-1,-1,3,-1,2,-1,3,0,0,1,0,0,1,2,0,0,-1,2,-3,0,2,0,1,-1,-1,3,1,0,2,0,2,0,2,0,2,0,-1,0,0,1,2,0,0,0,0,1,-1,-1,ESFJ
55601,0,1,2,2,0,2,-3,0,-1,0,0,1,2,-1,2,0,1,2,-1,2,0,0,0,0,1,-1,1,0,-1,-2,2,0,-2,1,-3,0,2,0,3,-2,0,0,0,0,1,0,-1,0,-2,0,-1,0,-1,0,-2,0,0,2,-1,-1,ISFP
19910,-1,-1,0,2,-2,0,0,0,0,0,-1,1,-1,1,1,0,-2,1,-2,0,0,2,0,0,3,-1,2,0,-1,0,1,0,0,0,-1,0,1,-2,0,-2,0,-1,3,1,2,0,-2,0,-3,-1,0,0,-2,0,1,0,0,0,-3,0,ISFP
42991,0,-1,1,0,1,0,0,0,0,0,1,-3,-1,-2,0,-2,-1,-2,2,0,0,-1,0,0,2,1,0,0,1,0,3,-1,0,0,0,0,-2,-2,-2,-1,1,0,3,2,2,0,3,0,0,0,1,0,-1,1,0,-1,0,-3,-1,-2,ESTP
58088,1,0,-3,3,2,2,-1,0,1,1,1,2,-2,-1,-1,0,3,0,1,-2,0,-1,0,0,2,-1,-2,0,-3,-3,0,0,-3,0,-2,2,0,1,0,0,2,-2,-2,1,-1,0,2,1,-1,0,0,0,3,0,-1,1,0,-1,-1,0,ESTJ
48487,0,0,0,1,-1,-1,1,0,1,0,-3,-1,1,-2,-1,0,2,3,2,2,0,1,0,0,0,2,-2,0,-2,2,-2,0,1,0,1,3,2,0,0,-2,-1,3,0,0,-2,0,1,0,0,-1,0,0,-1,1,0,0,0,1,3,1,ISFJ
29792,0,0,3,1,-1,-2,-2,0,1,0,2,1,-1,0,1,1,1,1,-1,0,0,0,0,0,-3,3,-2,-1,-2,0,-1,0,-2,0,-2,0,1,-2,-1,-3,0,-1,-1,1,-1,0,-2,1,-2,0,0,0,0,0,1,0,0,1,0,-1,INTJ
46496,0,1,0,0,2,1,-2,0,0,0,-1,1,0,-2,1,1,0,0,0,-1,0,2,0,0,-2,1,0,0,-2,1,-2,0,0,0,-1,-1,-1,-2,0,1,1,0,0,-2,0,0,0,0,-1,0,0,0,2,0,2,-1,0,1,0,-2,ESFJ
11505,0,0,3,-1,-1,-2,2,0,-1,0,2,-3,-1,-1,2,-1,-1,2,3,-3,0,3,0,0,1,-3,-3,0,0,-2,-1,0,-1,0,0,2,2,1,1,-1,0,2,-3,-2,2,0,-1,0,-1,0,0,0,1,0,3,0,0,-3,2,2,ISTJ
13629,0,0,-1,-2,0,0,-2,0,0,0,-1,-3,1,-1,0,0,-2,0,0,-2,0,-2,0,0,-1,2,-3,-1,0,0,2,0,-2,0,-3,-1,0,0,1,-1,-2,0,1,-1,2,0,2,0,-2,0,0,0,-1,0,1,1,0,-2,-2,-2,INFP
49123,0,0,-2,1,-1,3,1,0,-1,0,-1,2,3,0,-2,2,2,1,-1,-1,0,1,0,0,-2,1,3,-1,-1,-1,1,-1,0,0,1,0,-2,0,-1,0,-1,-3,3,3,-3,0,0,0,1,0,0,0,0,0,-2,0,0,2,2,1,ESTJ
13218,0,0,-1,1,-2,-1,-3,0,1,0,-3,-2,-2,-3,-3,1,-3,-1,1,0,0,1,0,0,-2,0,-1,0,-1,1,0,0,-2,0,1,1,1,-1,1,-1,0,2,-1,2,2,0,0,1,1,0,0,0,-1,0,0,0,1,-3,0,-2,INTJ
23085,0,-1,-3,0,-1,-3,-1,0,0,0,-2,0,0,-1,0,0,0,0,1,2,0,1,0,0,-3,3,-3,0,-2,-1,1,0,0,0,3,0,-1,0,1,-2,0,0,0,-1,-2,0,0,1,-2,0,0,0,1,0,2,0,0,-3,2,-1,ENFJ
59272,0,0,-2,-2,1,-1,0,0,0,0,0,-1,-1,-1,0,-2,-2,-1,0,-2,0,2,0,0,-2,2,3,0,-1,3,-2,0,0,0,1,2,0,-2,1,-1,0,3,-2,3,-2,-1,-2,0,1,0,0,0,2,0,0,0,0,0,-2,1,INTP
16723,1,0,-1,-1,0,-3,-2,0,2,0,-1,-2,-2,-2,-2,1,-1,-2,0,-1,0,0,0,0,-2,3,3,0,2,3,-1,0,-1,0,2,0,0,2,1,-1,1,-1,0,1,1,0,2,0,2,0,0,0,0,0,-2,0,0,-1,1,0,INTJ
15862,0,0,-1,-2,-2,0,3,0,1,0,1,0,0,0,-2,-1,-2,3,1,-3,0,3,0,0,-1,-1,0,0,0,-2,-1,0,0,0,0,-1,1,1,1,3,2,2,-1,-2,2,1,1,1,-2,0,-1,0,-2,0,1,0,0,0,3,-1,ISTJ
36171,-1,0,-1,-3,-1,-1,-2,0,-1,0,1,1,-2,-1,2,0,0,-1,-2,0,0,1,0,1,-2,1,1,0,2,0,-2,0,2,0,0,-2,1,2,0,-1,0,0,-1,1,2,0,2,0,2,1,0,0,0,0,-1,0,1,1,-1,-1,INFJ
45789,0,0,0,-2,-2,-1,-1,0,-1,0,-3,-2,-2,-2,0,2,0,-2,2,2,0,3,0,0,-2,3,2,0,0,1,0,0,0,0,0,-1,1,1,3,0,1,1,-1,2,1,0,1,1,3,0,1,-1,-1,0,-1,0,0,0,2,-2,INTJ
23278,0,0,1,0,0,-2,-3,0,-1,0,3,-3,2,1,2,3,0,-1,-3,-2,0,2,0,0,1,-2,2,-1,1,1,-2,-1,-1,0,1,-3,-1,0,0,1,2,0,-1,1,-1,0,0,0,0,0,0,0,1,0,2,0,1,2,-2,-2,INTP
7182,0,0,-1,-1,1,1,-1,0,2,0,0,-3,2,-2,-3,-1,1,2,1,-2,-1,-1,0,0,0,1,1,-1,0,0,2,0,1,0,0,1,1,2,1,-2,-1,0,-1,2,-1,-1,1,0,2,1,0,0,-2,0,1,0,0,1,1,0,ENTJ
1089,0,0,1,-2,0,3,-3,0,-1,0,-1,0,1,0,-2,0,0,0,-2,2,0,2,0,0,0,0,0,0,-1,-2,0,1,-1,1,-2,0,-1,-3,-2,2,1,-2,-1,3,0,0,0,0,2,0,0,0,0,0,-1,0,0,-2,1,3,INFP
